-3,0.8
-3,0.86122
-3,0.92245
-3,0.98367
-3,1.0449
-3,1.1061
-3,1.1673
-3,1.2286
-3,1.2898
-3,1.351
-3,1.4122
-3,1.4735
-3,1.5347
-3,1.5959
-3,1.6571
-3,1.7184
-3,1.7796
-3,1.8408
-3,1.902
-3,1.9633
-3,2.0245
-3,2.0857
-3,2.1469
-3,2.2082
-3,2.2694
-3,2.3306
-3,2.3918
-3,2.4531
-3,2.5143
-3,2.5755
-3,2.6367
-3,2.698
-3,2.7592
-3,2.8204
-3,2.8816
-3,2.9429
-3,3.0041
-3,3.0653
-3,3.1265
-3,3.1878
-3,3.249
-3,3.3102
-3,3.3714
-3,3.4327
-3,3.4939
-3,3.5551
-3,3.6163
-3,3.6776
-3,3.7388
-3,3.8
-2.8776,0.8
-2.8776,0.86122
-2.8776,0.92245
-2.8776,0.98367
-2.8776,1.0449
-2.8776,1.1061
-2.8776,1.1673
-2.8776,1.2286
-2.8776,1.2898
-2.8776,1.351
-2.8776,1.4122
-2.8776,1.4735
-2.8776,1.5347
-2.8776,1.5959
-2.8776,1.6571
-2.8776,1.7184
-2.8776,1.7796
-2.8776,1.8408
-2.8776,1.902
-2.8776,1.9633
-2.8776,2.0245
-2.8776,2.0857
-2.8776,2.1469
-2.8776,2.2082
-2.8776,2.2694
-2.8776,2.3306
-2.8776,2.3918
-2.8776,2.4531
-2.8776,2.5143
-2.8776,2.5755
-2.8776,2.6367
-2.8776,2.698
-2.8776,2.7592
-2.8776,2.8204
-2.8776,2.8816
-2.8776,2.9429
-2.8776,3.0041
-2.8776,3.0653
-2.8776,3.1265
-2.8776,3.1878
-2.8776,3.249
-2.8776,3.3102
-2.8776,3.3714
-2.8776,3.4327
-2.8776,3.4939
-2.8776,3.5551
-2.8776,3.6163
-2.8776,3.6776
-2.8776,3.7388
-2.8776,3.8
-2.7551,0.8
-2.7551,0.86122
-2.7551,0.92245
-2.7551,0.98367
-2.7551,1.0449
-2.7551,1.1061
-2.7551,1.1673
-2.7551,1.2286
-2.7551,1.2898
-2.7551,1.351
-2.7551,1.4122
-2.7551,1.4735
-2.7551,1.5347
-2.7551,1.5959
-2.7551,1.6571
-2.7551,1.7184
-2.7551,1.7796
-2.7551,1.8408
-2.7551,1.902
-2.7551,1.9633
-2.7551,2.0245
-2.7551,2.0857
-2.7551,2.1469
-2.7551,2.2082
-2.7551,2.2694
-2.7551,2.3306
-2.7551,2.3918
-2.7551,2.4531
-2.7551,2.5143
-2.7551,2.5755
-2.7551,2.6367
-2.7551,2.698
-2.7551,2.7592
-2.7551,2.8204
-2.7551,2.8816
-2.7551,2.9429
-2.7551,3.0041
-2.7551,3.0653
-2.7551,3.1265
-2.7551,3.1878
-2.7551,3.249
-2.7551,3.3102
-2.7551,3.3714
-2.7551,3.4327
-2.7551,3.4939
-2.7551,3.5551
-2.7551,3.6163
-2.7551,3.6776
-2.7551,3.7388
-2.7551,3.8
-2.6327,0.8
-2.6327,0.86122
-2.6327,0.92245
-2.6327,0.98367
-2.6327,1.0449
-2.6327,1.1061
-2.6327,1.1673
-2.6327,1.2286
-2.6327,1.2898
-2.6327,1.351
-2.6327,1.4122
-2.6327,1.4735
-2.6327,1.5347
-2.6327,1.5959
-2.6327,1.6571
-2.6327,1.7184
-2.6327,1.7796
-2.6327,1.8408
-2.6327,1.902
-2.6327,1.9633
-2.6327,2.0245
-2.6327,2.0857
-2.6327,2.1469
-2.6327,2.2082
-2.6327,2.2694
-2.6327,2.3306
-2.6327,2.3918
-2.6327,2.4531
-2.6327,2.5143
-2.6327,2.5755
-2.6327,2.6367
-2.6327,2.698
-2.6327,2.7592
-2.6327,2.8204
-2.6327,2.8816
-2.6327,2.9429
-2.6327,3.0041
-2.6327,3.0653
-2.6327,3.1265
-2.6327,3.1878
-2.6327,3.249
-2.6327,3.3102
-2.6327,3.3714
-2.6327,3.4327
-2.6327,3.4939
-2.6327,3.5551
-2.6327,3.6163
-2.6327,3.6776
-2.6327,3.7388
-2.6327,3.8
-2.5102,0.8
-2.5102,0.86122
-2.5102,0.92245
-2.5102,0.98367
-2.5102,1.0449
-2.5102,1.1061
-2.5102,1.1673
-2.5102,1.2286
-2.5102,1.2898
-2.5102,1.351
-2.5102,1.4122
-2.5102,1.4735
-2.5102,1.5347
-2.5102,1.5959
-2.5102,1.6571
-2.5102,1.7184
-2.5102,1.7796
-2.5102,1.8408
-2.5102,1.902
-2.5102,1.9633
-2.5102,2.0245
-2.5102,2.0857
-2.5102,2.1469
-2.5102,2.2082
-2.5102,2.2694
-2.5102,2.3306
-2.5102,2.3918
-2.5102,2.4531
-2.5102,2.5143
-2.5102,2.5755
-2.5102,2.6367
-2.5102,2.698
-2.5102,2.7592
-2.5102,2.8204
-2.5102,2.8816
-2.5102,2.9429
-2.5102,3.0041
-2.5102,3.0653
-2.5102,3.1265
-2.5102,3.1878
-2.5102,3.249
-2.5102,3.3102
-2.5102,3.3714
-2.5102,3.4327
-2.5102,3.4939
-2.5102,3.5551
-2.5102,3.6163
-2.5102,3.6776
-2.5102,3.7388
-2.5102,3.8
-2.3878,0.8
-2.3878,0.86122
-2.3878,0.92245
-2.3878,0.98367
-2.3878,1.0449
-2.3878,1.1061
-2.3878,1.1673
-2.3878,1.2286
-2.3878,1.2898
-2.3878,1.351
-2.3878,1.4122
-2.3878,1.4735
-2.3878,1.5347
-2.3878,1.5959
-2.3878,1.6571
-2.3878,1.7184
-2.3878,1.7796
-2.3878,1.8408
-2.3878,1.902
-2.3878,1.9633
-2.3878,2.0245
-2.3878,2.0857
-2.3878,2.1469
-2.3878,2.2082
-2.3878,2.2694
-2.3878,2.3306
-2.3878,2.3918
-2.3878,2.4531
-2.3878,2.5143
-2.3878,2.5755
-2.3878,2.6367
-2.3878,2.698
-2.3878,2.7592
-2.3878,2.8204
-2.3878,2.8816
-2.3878,2.9429
-2.3878,3.0041
-2.3878,3.0653
-2.3878,3.1265
-2.3878,3.1878
-2.3878,3.249
-2.3878,3.3102
-2.3878,3.3714
-2.3878,3.4327
-2.3878,3.4939
-2.3878,3.5551
-2.3878,3.6163
-2.3878,3.6776
-2.3878,3.7388
-2.3878,3.8
-2.2653,0.8
-2.2653,0.86122
-2.2653,0.92245
-2.2653,0.98367
-2.2653,1.0449
-2.2653,1.1061
-2.2653,1.1673
-2.2653,1.2286
-2.2653,1.2898
-2.2653,1.351
-2.2653,1.4122
-2.2653,1.4735
-2.2653,1.5347
-2.2653,1.5959
-2.2653,1.6571
-2.2653,1.7184
-2.2653,1.7796
-2.2653,1.8408
-2.2653,1.902
-2.2653,1.9633
-2.2653,2.0245
-2.2653,2.0857
-2.2653,2.1469
-2.2653,2.2082
-2.2653,2.2694
-2.2653,2.3306
-2.2653,2.3918
-2.2653,2.4531
-2.2653,2.5143
-2.2653,2.5755
-2.2653,2.6367
-2.2653,2.698
-2.2653,2.7592
-2.2653,2.8204
-2.2653,2.8816
-2.2653,2.9429
-2.2653,3.0041
-2.2653,3.0653
-2.2653,3.1265
-2.2653,3.1878
-2.2653,3.249
-2.2653,3.3102
-2.2653,3.3714
-2.2653,3.4327
-2.2653,3.4939
-2.2653,3.5551
-2.2653,3.6163
-2.2653,3.6776
-2.2653,3.7388
-2.2653,3.8
-2.1429,0.8
-2.1429,0.86122
-2.1429,0.92245
-2.1429,0.98367
-2.1429,1.0449
-2.1429,1.1061
-2.1429,1.1673
-2.1429,1.2286
-2.1429,1.2898
-2.1429,1.351
-2.1429,1.4122
-2.1429,1.4735
-2.1429,1.5347
-2.1429,1.5959
-2.1429,1.6571
-2.1429,1.7184
-2.1429,1.7796
-2.1429,1.8408
-2.1429,1.902
-2.1429,1.9633
-2.1429,2.0245
-2.1429,2.0857
-2.1429,2.1469
-2.1429,2.2082
-2.1429,2.2694
-2.1429,2.3306
-2.1429,2.3918
-2.1429,2.4531
-2.1429,2.5143
-2.1429,2.5755
-2.1429,2.6367
-2.1429,2.698
-2.1429,2.7592
-2.1429,2.8204
-2.1429,2.8816
-2.1429,2.9429
-2.1429,3.0041
-2.1429,3.0653
-2.1429,3.1265
-2.1429,3.1878
-2.1429,3.249
-2.1429,3.3102
-2.1429,3.3714
-2.1429,3.4327
-2.1429,3.4939
-2.1429,3.5551
-2.1429,3.6163
-2.1429,3.6776
-2.1429,3.7388
-2.1429,3.8
-2.0204,0.8
-2.0204,0.86122
-2.0204,0.92245
-2.0204,0.98367
-2.0204,1.0449
-2.0204,1.1061
-2.0204,1.1673
-2.0204,1.2286
-2.0204,1.2898
-2.0204,1.351
-2.0204,1.4122
-2.0204,1.4735
-2.0204,1.5347
-2.0204,1.5959
-2.0204,1.6571
-2.0204,1.7184
-2.0204,1.7796
-2.0204,1.8408
-2.0204,1.902
-2.0204,1.9633
-2.0204,2.0245
-2.0204,2.0857
-2.0204,2.1469
-2.0204,2.2082
-2.0204,2.2694
-2.0204,2.3306
-2.0204,2.3918
-2.0204,2.4531
-2.0204,2.5143
-2.0204,2.5755
-2.0204,2.6367
-2.0204,2.698
-2.0204,2.7592
-2.0204,2.8204
-2.0204,2.8816
-2.0204,2.9429
-2.0204,3.0041
-2.0204,3.0653
-2.0204,3.1265
