0.010345,0.020512,-0.030329,-0.039635,0.048281,-0.056138,-0.063099,-0.069081,-0.074024,-0.077897
0.011926,0.023612,-0.034827,-0.045354,0.054997,-0.063591,-0.071,-0.077126,-0.081905,-0.085315
0.013607,0.026897,-0.039563,-0.051323,0.061924,-0.071157,-0.078858,-0.084915,-0.089269,-0.091914
0.015375,0.030337,-0.044489,-0.057468,0.068955,-0.078693,-0.086488,-0.092221,-0.095846,-0.097389
0.017216,0.033902,-0.049553,-0.063711,0.07598,-0.08605,-0.093701,-0.098815,-0.10137,-0.10146
0.019115,0.037562,-0.054705,-0.069974,0.082889,-0.093082,-0.10032,-0.10448,-0.10562,-0.10387
0.021061,0.041288,-0.059896,-0.076183,0.089575,-0.099651,-0.10616,-0.10903,-0.10836,-0.10442
0.02304,0.045054,-0.065078,-0.082266,0.095941,-0.10563,-0.11108,-0.11229,-0.10945,-0.10297
0.025042,0.048835,-0.070211,-0.088161,0.1019,-0.11091,-0.11496,-0.11412,-0.10876,-0.099441
0.027059,0.052611,-0.075258,-0.093811,0.10737,-0.11538,-0.11768,-0.11444,-0.10622,-0.093822
0.029083,0.056365,-0.080189,-0.099168,0.11229,-0.11898,-0.11916,-0.11318,-0.10181,-0.086172
0.031108,0.060084,-0.084979,-0.10419,0.1166,-0.12165,-0.11935,-0.11031,-0.095582,-0.076614
0.03313,0.063756,-0.089606,-0.10885,0.12027,-0.12333,-0.11823,-0.10585,-0.087607,-0.065333
0.035147,0.067373,-0.094053,-0.11312,0.12325,-0.124,-0.11579,-0.099847,-0.078015,-0.052562
0.037156,0.07093,-0.098307,-0.11697,0.12553,-0.12365,-0.11205,-0.092378,-0.066973,-0.038584
0.039157,0.07442,-0.10236,-0.12039,0.12708,-0.12227,-0.10705,-0.083548,-0.054679,-0.023711
0.041147,0.077841,-0.10619,-0.12336,0.1279,-0.11988,-0.10083,-0.073484,-0.041361,-0.0082846
0.043128,0.081188,-0.10981,-0.12588,0.12798,-0.11649,-0.093475,-0.062334,-0.027266,0.007342
0.045098,0.08446,-0.11319,-0.12793,0.12732,-0.11213,-0.085063,-0.050263,-0.012658,0.022808
0.047057,0.087652,-0.11634,-0.12951,0.12593,-0.10685,-0.075692,-0.03745,0.0021893,0.037758
0.049004,0.090764,-0.11925,-0.13061,0.12382,-0.10068,-0.065467,-0.024085,0.016999,0.051845
0.050941,0.093792,-0.1219,-0.13123,0.12099,-0.093674,-0.054504,-0.010365,0.031494,0.064747
0.052865,0.096733,-0.12431,-0.13137,0.11747,-0.085896,-0.042929,0.0035077,0.045406,0.076167
0.054777,0.099585,-0.12646,-0.13103,0.11327,-0.077407,-0.030871,0.017329,0.058474,0.085843
0.056677,0.10235,-0.12835,-0.1302,0.10842,-0.068279,-0.018466,0.030895,0.070457,0.093553
0.058564,0.10501,-0.12997,-0.1289,0.10295,-0.058587,-0.0058534,0.044007,0.081131,0.09912
0.060437,0.10758,-0.13133,-0.12712,0.096893,-0.048411,0.0068243,0.056474,0.0903,0.10242
0.062297,0.11005,-0.13241,-0.12487,0.090276,-0.037836,0.019425,0.068111,0.097792,0.10337
0.064142,0.11242,-0.13322,-0.12217,0.083141,-0.026947,0.031807,0.078748,0.10347,0.10195
0.065972,0.11469,-0.13375,-0.11901,0.075528,-0.015836,0.043832,0.08823,0.10722,0.098204
0.067787,0.11685,-0.13401,-0.11542,0.067482,-0.0045945,0.055364,0.096417,0.10899,0.092206
0.069587,0.11891,-0.13399,-0.11141,0.059049,0.0066853,0.066273,0.10319,0.10873,0.084097
0.071371,0.12085,-0.13369,-0.10698,0.050277,0.01791,0.076437,0.10845,0.10646,0.074062
0.073138,0.12268,-0.13312,-0.10217,0.041215,0.028986,0.085742,0.11211,0.10221,0.062332
0.074888,0.1244,-0.13227,-0.096972,0.031918,0.039823,0.094083,0.11413,0.096061,0.049175
0.076622,0.12601,-0.13115,-0.091422,0.022437,0.050331,0.10137,0.11448,0.08813,0.034891
0.078337,0.1275,-0.12975,-0.085536,0.012827,0.060423,0.10751,0.11315,0.078564,0.019809
0.080035,0.12887,-0.12809,-0.079335,0.0031434,0.070016,0.11245,0.11015,0.06754,0.0042738
0.081714,0.13013,-0.12616,-0.072843,-0.0065582,0.07903,0.11612,0.10554,0.055262,-0.01136
0.083374,0.13126,-0.12398,-0.066083,-0.016222,0.087391,0.11848,0.099383,0.041958,-0.026733
0.085016,0.13228,-0.12153,-0.05908,-0.025793,0.095029,0.11951,0.091765,0.027876,-0.041494
0.086637,0.13317,-0.11884,-0.05186,-0.035215,0.10188,0.1192,0.0828,0.013276,-0.055306
0.088239,0.13394,-0.11589,-0.044449,-0.044436,0.10789,0.11755,0.07262,-0.0015699,-0.067851
0.089821,0.13459,-0.11271,-0.036875,-0.053401,0.11301,0.11458,0.061375,-0.016387,-0.078842
0.091382,0.13511,-0.1093,-0.029165,-0.06206,0.1172,0.11032,0.049229,-0.0309,-0.088028
0.092921,0.13551,-0.10566,-0.021349,-0.070362,0.12042,0.10482,0.036361,-0.044839,-0.095199
0.09444,0.13579,-0.1018,-0.013453,-0.078261,0.12264,0.098143,0.022958,-0.057946,-0.10019
0.095937,0.13594,-0.097729,-0.0055084,-0.08571,0.12385,0.090361,0.0092195,-0.069978,-0.10289
0.097411,0.13596,-0.093457,0.0024566,-0.092667,0.12403,0.081563,-0.0046548,-0.080711,-0.10323
0.098864,0.13586,-0.088992,0.010413,-0.099092,0.12319,0.071848,-0.018461,-0.089946,-0.10121
0.10029,0.13564,-0.084342,0.01833,-0.10495,0.12133,0.061325,-0.031996,-0.097511,-0.096868
0.1017,0.13529,-0.079519,0.026181,-0.1102,0.11847,0.050113,-0.045061,-0.10327,-0.090311
0.10308,0.13481,-0.074531,0.033935,-0.11482,0.11463,0.038337,-0.057466,-0.10711,-0.081687
0.10444,0.13421,-0.069388,0.041564,-0.11878,0.10985,0.02613,-0.069026,-0.10896,-0.071192
0.10578,0.13349,-0.064102,0.049041,-0.12206,0.10415,0.01363,-0.079574,-0.10879,-0.059067
0.10709,0.13265,-0.058684,0.056337,-0.12464,0.097596,0.00097642,-0.088955,-0.1066,-0.045589
0.10838,0.13168,-0.053144,0.063426,-0.1265,0.090234,-0.011688,-0.09703,-0.10243,-0.031068
0.10964,0.13059,-0.047495,0.070283,-0.12764,0.082126,-0.024221,-0.10368,-0.096357,-0.015835
0.11087,0.12939,-0.041747,0.07688,-0.12804,0.07334,-0.036482,-0.10881,-0.088499,-0.00024041
0.11208,0.12806,-0.035912,0.083195,-0.12771,0.063947,-0.048333,-0.11234,-0.078999,0.01536
0.11327,0.12662,-0.030004,0.089205,-0.12665,0.054026,-0.05964,-0.11423,-0.068032,0.030609
0.11443,0.12506,-0.024033,0.094886,-0.12486,0.043658,-0.070277,-0.11443,-0.055802,0.045157
0.11556,0.12338,-0.018013,0.10022,-0.12235,0.03293,-0.080124,-0.11296,-0.042537,0.058671
0.11667,0.12159,-0.011955,0.10518,-0.11914,0.021929,-0.08907,-0.10983,-0.028483,0.070842
0.11775,0.11969,-0.005873,0.10976,-0.11524,0.010747,-0.097015,-0.10509,-0.013899,0.081391
0.1188,0.11768,0.00022143,0.11393,-0.11069,-0.00052317,-0.10387,-0.098809,0.00094198,0.090076
0.11982,0.11556,0.0063154,0.11769,-0.10549,-0.011789,-0.10955,-0.091076,0.015766,0.096699
0.12082,0.11334,0.012396,0.12101,-0.099695,-0.022958,-0.11401,-0.082006,0.030297,0.10111
0.12179,0.11101,0.018452,0.12389,-0.093324,-0.033937,-0.11718,-0.071733,0.044266,0.1032
0.12273,0.10857,0.024469,0.12631,-0.086418,-0.044636,-0.11904,-0.060407,0.057413,0.10293
0.12365,0.10604,0.030435,0.12827,-0.079016,-0.054966,-0.11955,-0.048194,0.069495,0.10031
0.12453,0.10341,0.036339,0.12976,-0.07116,-0.064841,-0.11873,-0.035274,0.080287,0.095386
0.12539,0.10069,0.042167,0.13077,-0.062895,-0.074181,-0.11657,-0.021837,0.089588,0.08828
0.12622,0.097874,0.047908,0.1313,-0.054269,-0.082908,-0.11309,-0.0080794,0.097227,0.079152
0.12702,0.094967,0.053551,0.13134,-0.045332,-0.090949,-0.10835,0.0057969,0.10306,0.068213
0.12778,0.091973,0.059082,0.13091,-0.036134,-0.098239,-0.10239,0.019588,0.10698,0.055711
0.12852,0.088895,0.064491,0.12999,-0.026729,-0.10472,-0.095276,0.033092,0.10892,0.041934
0.12924,0.085735,0.069767,0.12859,-0.017171,-0.11033,-0.087092,0.04611,0.10883,0.027197
0.12992,0.082496,0.074898,0.12672,-0.0075134,-0.11503,-0.077928,0.058452,0.10673,0.011837
0.13057,0.079181,0.079875,0.12439,0.0021869,-0.11878,-0.067889,0.069935,0.10264,-0.0037934
0.13119,0.075794,0.084686,0.1216,0.011875,-0.12155,-0.057087,0.080393,0.096651,-0.019337
0.13178,0.072337,0.089322,0.11836,0.021494,-0.12331,-0.045643,0.089671,0.088865,-0.034438
0.13234,0.068813,0.093774,0.11469,0.03099,-0.12406,-0.033685,0.097632,0.079431,-0.048751
0.13287,0.065226,0.098031,0.11059,0.040309,-0.12378,-0.021349,0.10416,0.068522,-0.061948
0.13337,0.061579,0.10209,0.10609,0.049395,-0.12248,-0.0087731,0.10916,0.056341,-0.073726
0.13384,0.057875,0.10593,0.1012,0.058199,-0.12016,0.0039016,0.11256,0.043115,-0.083816
0.13428,0.054118,0.10955,0.095936,0.066668,-0.11685,0.016532,0.11431,0.029088,-0.091987
0.13468,0.050312,0.11295,0.090319,0.074754,-0.11258,0.028977,0.11438,0.014522,-0.098052
0.13506,0.046459,0.11612,0.084371,0.082411,-0.10737,0.041097,0.11277,-0.000314,-0.10187
0.1354,0.042563,0.11904,0.078113,0.089595,-0.10128,0.052754,0.1095,-0.015144,-0.10336
0.13572,0.038629,0.12172,0.071568,0.096264,-0.094353,0.063818,0.10463,-0.029693,-0.10248
0.136,0.034658,0.12414,0.064759,0.10238,-0.086645,0.074165,0.098226,-0.043691,-0.099256
0.13625,0.030656,0.12631,0.057713,0.10791,-0.07822,0.083677,0.090378,-0.056878,-0.093758
0.13647,0.026626,0.12822,0.050454,0.11282,-0.069149,0.09225,0.081203,-0.069009,-0.086113
0.13666,0.022571,0.12986,0.04301,0.11708,-0.059507,0.099785,0.070838,-0.07986,-0.076497
0.13682,0.018496,0.13124,0.035407,0.12067,-0.049373,0.1062,0.059432,-0.089228,-0.06513
0.13695,0.014403,0.13234,0.027675,0.12357,-0.038831,0.11142,0.047155,-0.096941,-0.052271
0.13704,0.010298,0.13317,0.019841,0.12575,-0.027968,0.11538,0.034185,-0.10285,-0.038215
0.1371,0.0061823,0.13373,0.011934,0.12722,-0.016874,0.11805,0.020714,-0.10686,-0.023285
0.13713,0.0020614,0.134,0.0039828,0.12795,-0.0056401,0.1194,0.0069385,-0.10888,-0.0078213
0.13713,-0.0020614,0.134,-0.0039828,0.12795,0.0056401,0.1194,-0.0069385,-0.10888,0.0078213
0.1371,-0.0061823,0.13373,-0.011934,0.12722,0.016874,0.11805,-0.020714,-0.10686,0.023285
0.13704,-0.010298,0.13317,-0.019841,0.12575,0.027968,0.11538,-0.034185,-0.10285,0.038215
0.13695,-0.014403,0.13234,-0.027675,0.12357,0.038831,0.11142,-0.047155,-0.096941,0.052271
0.13682,-0.018496,0.13124,-0.035407,0.12067,0.049373,0.1062,-0.059432,-0.089228,0.06513
0.13666,-0.022571,0.12986,-0.04301,0.11708,0.059507,0.099785,-0.070838,-0.07986,0.076497
0.13647,-0.026626,0.12822,-0.050454,0.11282,0.069149,0.09225,-0.081203,-0.069009,0.086113
0.13625,-0.030656,0.12631,-0.057713,0.10791,0.07822,0.083677,-0.090378,-0.056878,0.093758
0.136,-0.034658,0.12414,-0.064759,0.10238,0.086645,0.074165,-0.098226,-0.043691,0.099256
0.13572,-0.038629,0.12172,-0.071568,0.096264,0.094353,0.063818,-0.10463,-0.029693,0.10248
0.1354,-0.042563,0.11904,-0.078113,0.089595,0.10128,0.052754,-0.1095,-0.015144,0.10336
0.13506,-0.046459,0.11612,-0.084371,0.082411,0.10737,0.041097,-0.11277,-0.000314,0.10187
0.13468,-0.050312,0.11295,-0.090319,0.074754,0.11258,0.028977,-0.11438,0.014522,0.098052
0.13428,-0.054118,0.10955,-0.095936,0.066668,0.11685,0.016532,-0.11431,0.029088,0.091987
0.13384,-0.057875,0.10593,-0.1012,0.058199,0.12016,0.0039016,-0.11256,0.043115,0.083816
0.13337,-0.061579,0.10209,-0.10609,0.049395,0.12248,-0.0087731,-0.10916,0.056341,0.073726
0.13287,-0.065226,0.098031,-0.11059,0.040309,0.12378,-0.021349,-0.10416,0.068522,0.061948
0.13234,-0.068813,0.093774,-0.11469,0.03099,0.12406,-0.033685,-0.097632,0.079431,0.048751
0.13178,-0.072337,0.089322,-0.11836,0.021494,0.12331,-0.045643,-0.089671,0.088865,0.034438
0.13119,-0.075794,0.084686,-0.1216,0.011875,0.12155,-0.057087,-0.080393,0.096651,0.019337
0.13057,-0.079181,0.079875,-0.12439,0.0021869,0.11878,-0.067889,-0.069935,0.10264,0.0037934
0.12992,-0.082496,0.074898,-0.12672,-0.0075134,0.11503,-0.077928,-0.058452,0.10673,-0.011837
0.12924,-0.085735,0.069767,-0.12859,-0.017171,0.11033,-0.087092,-0.04611,0.10883,-0.027197
0.12852,-0.088895,0.064491,-0.12999,-0.026729,0.10472,-0.095276,-0.033092,0.10892,-0.041934
0.12778,-0.091973,0.059082,-0.13091,-0.036134,0.098239,-0.10239,-0.019588,0.10698,-0.055711
0.12702,-0.094967,0.053551,-0.13134,-0.045332,0.090949,-0.10835,-0.0057969,0.10306,-0.068213
0.12622,-0.097874,0.047908,-0.1313,-0.054269,0.082908,-0.11309,0.0080794,0.097227,-0.079152
0.12539,-0.10069,0.042167,-0.13077,-0.062895,0.074181,-0.11657,0.021837,0.089588,-0.08828
0.12453,-0.10341,0.036339,-0.12976,-0.07116,0.064841,-0.11873,0.035274,0.080287,-0.095386
0.12365,-0.10604,0.030435,-0.12827,-0.079016,0.054966,-0.11955,0.048194,0.069495,-0.10031
0.12273,-0.10857,0.024469,-0.12631,-0.086418,0.044636,-0.11904,0.060407,0.057413,-0.10293
0.12179,-0.11101,0.018452,-0.12389,-0.093324,0.033937,-0.11718,0.071733,0.044266,-0.1032
0.12082,-0.11334,0.012396,-0.12101,-0.099695,0.022958,-0.11401,0.082006,0.030297,-0.10111
0.11982,-0.11556,0.0063154,-0.11769,-0.10549,0.011789,-0.10955,0.091076,0.015766,-0.096699
0.1188,-0.11768,0.00022143,-0.11393,-0.11069,0.00052317,-0.10387,0.098809,0.00094198,-0.090076
0.11775,-0.11969,-0.005873,-0.10976,-0.11524,-0.010747,-0.097015,0.10509,-0.013899,-0.081391
0.11667,-0.12159,-0.011955,-0.10518,-0.11914,-0.021929,-0.08907,0.10983,-0.028483,-0.070842
0.11556,-0.12338,-0.018013,-0.10022,-0.12235,-0.03293,-0.080124,0.11296,-0.042537,-0.058671
0.11443,-0.12506,-0.024033,-0.094886,-0.12486,-0.043658,-0.070277,0.11443,-0.055802,-0.045157
0.11327,-0.12662,-0.030004,-0.089205,-0.12665,-0.054026,-0.05964,0.11423,-0.068032,-0.030609
0.11208,-0.12806,-0.035912,-0.083195,-0.12771,-0.063947,-0.048333,0.11234,-0.078999,-0.01536
0.11087,-0.12939,-0.041747,-0.07688,-0.12804,-0.07334,-0.036482,0.10881,-0.088499,0.00024041
0.10964,-0.13059,-0.047495,-0.070283,-0.12764,-0.082126,-0.024221,0.10368,-0.096357,0.015835
0.10838,-0.13168,-0.053144,-0.063426,-0.1265,-0.090234,-0.011688,0.09703,-0.10243,0.031068
0.10709,-0.13265,-0.058684,-0.056337,-0.12464,-0.097596,0.00097642,0.088955,-0.1066,0.045589
0.10578,-0.13349,-0.064102,-0.049041,-0.12206,-0.10415,0.01363,0.079574,-0.10879,0.059067
0.10444,-0.13421,-0.069388,-0.041564,-0.11878,-0.10985,0.02613,0.069026,-0.10896,0.071192
0.10308,-0.13481,-0.074531,-0.033935,-0.11482,-0.11463,0.038337,0.057466,-0.10711,0.081687
0.1017,-0.13529,-0.079519,-0.026181,-0.1102,-0.11847,0.050113,0.045061,-0.10327,0.090311
0.10029,-0.13564,-0.084342,-0.01833,-0.10495,-0.12133,0.061325,0.031996,-0.097511,0.096868
0.098864,-0.13586,-0.088992,-0.010413,-0.099092,-0.12319,0.071848,0.018461,-0.089946,0.10121
0.097411,-0.13596,-0.093457,-0.0024566,-0.092667,-0.12403,0.081563,0.0046548,-0.080711,0.10323
0.095937,-0.13594,-0.097729,0.0055084,-0.08571,-0.12385,0.090361,-0.0092195,-0.069978,0.10289
0.09444,-0.13579,-0.1018,0.013453,-0.078261,-0.12264,0.098143,-0.022958,-0.057946,0.10019
0.092921,-0.13551,-0.10566,0.021349,-0.070362,-0.12042,0.10482,-0.036361,-0.044839,0.095199
0.091382,-0.13511,-0.1093,0.029165,-0.06206,-0.1172,0.11032,-0.049229,-0.0309,0.088028
0.089821,-0.13459,-0.11271,0.036875,-0.053401,-0.11301,0.11458,-0.061375,-0.016387,0.078842
0.088239,-0.13394,-0.11589,0.044449,-0.044436,-0.10789,0.11755,-0.07262,-0.0015699,0.067851
0.086637,-0.13317,-0.11884,0.05186,-0.035215,-0.10188,0.1192,-0.0828,0.013276,0.055306
0.085016,-0.13228,-0.12153,0.05908,-0.025793,-0.095029,0.11951,-0.091765,0.027876,0.041494
0.083374,-0.13126,-0.12398,0.066083,-0.016222,-0.087391,0.11848,-0.099383,0.041958,0.026733
0.081714,-0.13013,-0.12616,0.072843,-0.0065582,-0.07903,0.11612,-0.10554,0.055262,0.01136
0.080035,-0.12887,-0.12809,0.079335,0.0031434,-0.070016,0.11245,-0.11015,0.06754,-0.0042738
0.078337,-0.1275,-0.12975,0.085536,0.012827,-0.060423,0.10751,-0.11315,0.078564,-0.019809
0.076622,-0.12601,-0.13115,0.091422,0.022437,-0.050331,0.10137,-0.11448,0.08813,-0.034891
0.074888,-0.1244,-0.13227,0.096972,0.031918,-0.039823,0.094083,-0.11413,0.096061,-0.049175
0.073138,-0.12268,-0.13312,0.10217,0.041215,-0.028986,0.085742,-0.11211,0.10221,-0.062332
